date,min,max,median,q1,q3,stdev,count
2022-04-20T00:00:00.000Z,0.5,8.3,3.3,2.5,3.9,1.124,602
2022-04-21T00:00:00.000Z,1.3,12.1,4,2.7,6.5,2.224,591
2022-04-22T00:00:00.000Z,1,18.4,4.5,3,11.9,4.876,602
2022-04-23T00:00:00.000Z,0,57.3,0.6,0.2,5.09,9.563,538
2022-04-24T00:00:00.000Z,0,3.9,0.35,0.2,0.7,0.564,524
2022-04-25T00:00:00.000Z,0,6.7,3.1,1.8,3.9,1.591,594
2022-04-26T00:00:00.000Z,0.9,14,5.3,3.2,7.4,2.528,579
2022-04-27T00:00:00.000Z,1.2,25.3,9.9,6.7,13.8,4.695,603
2022-04-28T00:00:00.000Z,1.5,13.7,6.1,5.3,7.3,1.887,594
2022-04-29T00:00:00.000Z,3.6,37.2,6.5,5.6,7.9,3.603,617
2022-04-30T00:00:00.000Z,0.8,29.2,2.4,1.9,3.1,2.229,563
2022-05-01T00:00:00.000Z,1.3,14.2,4.1,3.3,5.8,3.46,586
2022-05-02T00:00:00.000Z,0,20.2,2.1,0.8,10.1,5.79,570
2022-05-03T00:00:00.000Z,0,9.8,1.2,0.4,2.1,1.635,564
2022-05-04T00:00:00.000Z,0.5,33.7,6.2,3.9,12.4,7.5,579
2022-05-05T00:00:00.000Z,0.5,9,2.3,1.5,3.5,1.442,584
2022-05-06T00:00:00.000Z,0.2,21.3,2.9,1.3,6.1,3.089,600
2022-05-07T00:00:00.000Z,0.5,15.4,2.2,1.6,3.1,1.273,586
2022-05-08T00:00:00.000Z,0.9,41.3,3.8,3.1,4.9,4.839,598
2022-05-09T00:00:00.000Z,2.9,38.3,13.2,8.5,21.8,8.683,615
2022-05-10T00:00:00.000Z,0.4,16.5,2.8,1.7,7.85,4.352,588
2022-05-11T00:00:00.000Z,0.6,22.4,13.3,4.8,16.1,6.225,611
2022-05-12T00:00:00.000Z,0,11.3,2.8,1.2,7.4,3.194,571
2022-05-13T00:00:00.000Z,0.1,5.1,1.2,0.8,2,1.012,554
2022-05-14T00:00:00.000Z,0.5,123.6,4.1,2,37.04,31.876,581
2022-05-15T00:00:00.000Z,0.7,9.4,2.5,1.7,3.5,1.456,577
2022-05-16T00:00:00.000Z,0.4,17,2.2,1.3,7.3,4.333,571
2022-05-17T00:00:00.000Z,0.7,26.5,5.7,2.29,14.5,7.264,574
2022-05-18T00:00:00.000Z,0.7,22,2.8,2.2,3.6,1.657,591
2022-05-19T00:00:00.000Z,0.7,12.6,2.5,1.8,3.7,1.449,580
